: ReadDir
app/stores/index.ts: Read
app/stores/package.json: Read
app/styles/animations.ts: Read
app/styles/index.ts: Read
app/styles/package.json: Read
app/types.ts: Read
app/utils/Analytics.ts: Read
app/utils/ApiClient.ts: Read
app/utils/Desktop.ts: Read
app/utils/FeatureFlags.ts: Read
app/utils/Logger.ts: Read
app/utils/PluginManager.ts: Read
app/utils/compressImage.ts: Read
app/utils/date.ts: Read
app/utils/developer.ts: Read
app/utils/download.ts: Read
app/utils/emoji.ts: Read
app/utils/errors.ts: Read
app/utils/files.ts: Read
app/utils/history.ts: Read
app/utils/i18n.ts: Read
app/utils/isCloudHosted.ts: Read
app/utils/isTextInput.ts: Read
app/utils/language.ts: Read
app/utils/lazyWithRetry.ts: Read
app/utils/mention.ts: Read
app/utils/motion.ts: Read
app/utils/package.json: Read
app/utils/pageVisibility.ts: Read
app/utils/polyfills.ts: Read
app/utils/routeHelpers.ts: Read
app/utils/sentry.ts: Read
app/utils/tree.ts: Read
app/utils/urls.ts: Read
app/utils/viewTransition.ts: Read
build/app: ReadDir
build/app/.vite: ReadDir
build/app/.vite/manifest.json: Write
build/app/assets: ReadDir
build/app/assets/APIAndApps.CeCtbI2K.js: Write
build/app/assets/APIAndApps.CeCtbI2K.js.map: Write
build/app/assets/ActionRow.B8DFVEQR.js: Write
build/app/assets/ActionRow.B8DFVEQR.js.map: Write
build/app/assets/Actions.BEfp7tMk.js: Write
build/app/assets/Actions.BEfp7tMk.js.map: Write
build/app/assets/ApiKeyListItem.B-ya6Dxw.js: Write
build/app/assets/ApiKeyListItem.B-ya6Dxw.js.map: Write
build/app/assets/ApiKeyListItem.J4u_ju8H.css: Write
build/app/assets/ApiKeys.Cy-lQo0A.js: Write
build/app/assets/ApiKeys.Cy-lQo0A.js.map: Write
build/app/assets/Application.Cbv9VI9o.js: Write
build/app/assets/Application.Cbv9VI9o.js.map: Write
build/app/assets/Applications.CMr-BXf4.js: Write
build/app/assets/Applications.CMr-BXf4.js.map: Write
build/app/assets/Archive.4d1bx6yR.js: Write
build/app/assets/Archive.4d1bx6yR.js.map: Write
build/app/assets/Authenticated.jliUNCw_.js: Write
build/app/assets/Authenticated.jliUNCw_.js.map: Write
build/app/assets/Avatar.CKPBk2UG.js: Write
build/app/assets/Avatar.CKPBk2UG.js.map: Write
build/app/assets/Badge.BkeecLtY.js: Write
build/app/assets/Badge.BkeecLtY.js.map: Write
build/app/assets/Breadcrumb.B-wh7FLo.js: Write
build/app/assets/Breadcrumb.B-wh7FLo.js.map: Write
build/app/assets/ButtonLarge.Bvtx7IuJ.js: Write
build/app/assets/ButtonLarge.Bvtx7IuJ.js.map: Write
build/app/assets/ButtonLink.CAYfJ66q.js: Write
build/app/assets/ButtonLink.CAYfJ66q.js.map: Write
build/app/assets/ButtonSmall.DRtPsrw7.js: Write
build/app/assets/ButtonSmall.DRtPsrw7.js.map: Write
build/app/assets/Chrome.apv1pDX8.js: Write
build/app/assets/Chrome.apv1pDX8.js.map: Write
build/app/assets/CloseEvents.vWDEo3gV.js: Write
build/app/assets/CloseEvents.vWDEo3gV.js.map: Write
build/app/assets/Collection.CJCDeTM8.js: Write
build/app/assets/Collection.CJCDeTM8.js.map: Write
build/app/assets/CollectionIcon.BrGlhfFU.js: Write
build/app/assets/CollectionIcon.BrGlhfFU.js.map: Write
build/app/assets/CommandBar.CxLtvbWo.js: Write
build/app/assets/CommandBar.CxLtvbWo.js.map: Write
build/app/assets/CommentEditor.QTnlnC0p.js: Write
build/app/assets/CommentEditor.QTnlnC0p.js.map: Write
build/app/assets/Comments.QgQhtEmv.js: Write
build/app/assets/Comments.QgQhtEmv.js.map: Write
build/app/assets/ConfirmationDialog.DPEzl3H4.js: Write
build/app/assets/ConfirmationDialog.DPEzl3H4.js.map: Write
build/app/assets/ContentEditable.Yf1lwtN0.js: Write
build/app/assets/ContentEditable.Yf1lwtN0.js.map: Write
build/app/assets/CopyToClipboard.BHmPden9.js: Write
build/app/assets/CopyToClipboard.BHmPden9.js.map: Write
build/app/assets/DateFilter.CNtyAAq8.js: Write
build/app/assets/DateFilter.CNtyAAq8.js.map: Write
build/app/assets/Details.C2W0uVxk.js: Write
build/app/assets/Details.C2W0uVxk.js.map: Write
build/app/assets/Document.BDBIUJRC.js: Write
build/app/assets/Document.BDBIUJRC.js.map: Write
build/app/assets/Document.C-yJcent.js: Write
build/app/assets/Document.C-yJcent.js.map: Write
build/app/assets/DocumentBreadcrumb.Cf1Jgw-r.js: Write
build/app/assets/DocumentBreadcrumb.Cf1Jgw-r.js.map: Write
build/app/assets/DocumentContext.ChAmCLtH.js: Write
build/app/assets/DocumentContext.ChAmCLtH.js.map: Write
build/app/assets/DocumentListItem.QTEkAAn6.js: Write
build/app/assets/DocumentListItem.QTEkAAn6.js.map: Write
build/app/assets/DocumentMenu.De2NOugd.js: Write
build/app/assets/DocumentMenu.De2NOugd.js.map: Write
build/app/assets/DocumentNew.BqrIyqQ5.js: Write
build/app/assets/DocumentNew.BqrIyqQ5.js.map: Write
build/app/assets/DocumentViews.BnUI3PXN.js: Write
build/app/assets/DocumentViews.BnUI3PXN.js.map: Write
build/app/assets/Drafts.DB_Uuw7H.js: Write
build/app/assets/Drafts.DB_Uuw7H.js.map: Write
build/app/assets/Drawer.CNvTgSG9.js: Write
build/app/assets/Drawer.CNvTgSG9.js.map: Write
build/app/assets/Editor.ELIwz2Ql.js: Write
build/app/assets/Editor.ELIwz2Ql.js.map: Write
build/app/assets/Emoji.D6BJxTHA.js: Write
build/app/assets/Emoji.D6BJxTHA.js.map: Write
build/app/assets/EmojiPanel.Day5-HYe.js: Write
build/app/assets/EmojiPanel.Oajs8HK3.js: Write
build/app/assets/EmojiPanel.Oajs8HK3.js.map: Write
build/app/assets/Error.CAINuwj_.js: Write
build/app/assets/Error.CAINuwj_.js.map: Write
build/app/assets/Error404.IxOTMhLR.js: Write
build/app/assets/Error404.IxOTMhLR.js.map: Write
build/app/assets/Export.CrjdQxt_.js: Write
build/app/assets/Export.CrjdQxt_.js.map: Write
build/app/assets/ExportDialog.CGw0nvSV.js: Write
build/app/assets/ExportDialog.CGw0nvSV.js.map: Write
build/app/assets/Facepile.NG91ze9H.js: Write
build/app/assets/Facepile.NG91ze9H.js.map: Write
build/app/assets/Features.B_UfYkZU.js: Write
build/app/assets/Features.B_UfYkZU.js.map: Write
build/app/assets/FileOperationListItem.ISlDmZot.js: Write
build/app/assets/FileOperationListItem.ISlDmZot.js.map: Write
build/app/assets/FilterOptions.DomBNHt_.js: Write
build/app/assets/FilterOptions.DomBNHt_.js.map: Write
build/app/assets/FuzzySearch.CwJLylFy.js: Write
build/app/assets/FuzzySearch.CwJLylFy.js.map: Write
build/app/assets/Groups.C33FnS4u.js: Write
build/app/assets/Groups.C33FnS4u.js.map: Write
build/app/assets/Header.BJUcUEwD.js: Write
build/app/assets/Header.BJUcUEwD.js.map: Write
build/app/assets/Header.BVRp27k1.js: Write
build/app/assets/Header.BVRp27k1.js.map: Write
build/app/assets/Highlight.DaflQNY0.js: Write
build/app/assets/Highlight.DaflQNY0.js.map: Write
build/app/assets/History.CpvxLmud.js: Write
build/app/assets/History.CpvxLmud.js.map: Write
build/app/assets/Home.DYvf_5v5.js: Write
build/app/assets/Home.DYvf_5v5.js.map: Write
build/app/assets/Icon.9dvtc6gY.js: Write
build/app/assets/Icon.9dvtc6gY.js.map: Write
build/app/assets/Icon.Bz7-hLI9.js: Write
build/app/assets/Icon.Bz7-hLI9.js.map: Write
build/app/assets/Icon.D3QCfKft.js: Write
build/app/assets/Icon.D3QCfKft.js.map: Write
build/app/assets/Icon.DfhBRl7r.js: Write
build/app/assets/Icon.DfhBRl7r.js.map: Write
build/app/assets/Icon.DvDObCX0.js: Write
build/app/assets/Icon.DvDObCX0.js.map: Write
build/app/assets/Icon.NGdhbOaI.js: Write
build/app/assets/Icon.NGdhbOaI.js.map: Write
build/app/assets/IconPicker.BSYnO2we.js: Write
build/app/assets/IconPicker.BSYnO2we.js.map: Write
build/app/assets/ImageInput.bxlBoQz6.js: Write
build/app/assets/ImageInput.bxlBoQz6.js.map: Write
build/app/assets/Import.Bjw2FeUa.js: Write
build/app/assets/Import.Bjw2FeUa.js.map: Write
build/app/assets/InputSearchPage.YsCC_FvW.js: Write
build/app/assets/InputSearchPage.YsCC_FvW.js.map: Write
build/app/assets/InputSelect.CmUu5xqw.js: Write
build/app/assets/InputSelect.CmUu5xqw.js.map: Write
build/app/assets/InputSelectPermission.Ct_50yTO.js: Write
build/app/assets/InputSelectPermission.Ct_50yTO.js.map: Write
build/app/assets/Insights.4R_p_ivl.js: Write
build/app/assets/Insights.4R_p_ivl.js.map: Write
build/app/assets/IntegrationScene.PqgsiKXp.js: Write
build/app/assets/IntegrationScene.PqgsiKXp.js.map: Write
build/app/assets/Invite.B_fT7lZ3.js: Write
build/app/assets/Invite.B_fT7lZ3.js.map: Write
build/app/assets/Item.CfAPHC0Z.js: Write
build/app/assets/Item.CfAPHC0Z.js.map: Write
build/app/assets/KaTeX_AMS-Regular.BQhdFMY1.woff2: Write
build/app/assets/KaTeX_AMS-Regular.DMm9YOAa.woff: Write
build/app/assets/KaTeX_AMS-Regular.DRggAlZN.ttf: Write
build/app/assets/KaTeX_Caligraphic-Bold.ATXxdsX0.ttf: Write
build/app/assets/KaTeX_Caligraphic-Bold.BEiXGLvX.woff: Write
build/app/assets/KaTeX_Caligraphic-Bold.Dq_IR9rO.woff2: Write
build/app/assets/KaTeX_Caligraphic-Regular.CTRA-rTL.woff: Write
build/app/assets/KaTeX_Caligraphic-Regular.Di6jR-x-.woff2: Write
build/app/assets/KaTeX_Caligraphic-Regular.wX97UBjC.ttf: Write
build/app/assets/KaTeX_Fraktur-Bold.BdnERNNW.ttf: Write
build/app/assets/KaTeX_Fraktur-Bold.BsDP51OF.woff: Write
build/app/assets/KaTeX_Fraktur-Bold.CL6g_b3V.woff2: Write
build/app/assets/KaTeX_Fraktur-Regular.CB_wures.ttf: Write
build/app/assets/KaTeX_Fraktur-Regular.CTYiF6lA.woff2: Write
build/app/assets/KaTeX_Fraktur-Regular.Dxdc4cR9.woff: Write
build/app/assets/KaTeX_Main-Bold.Cx986IdX.woff2: Write
build/app/assets/KaTeX_Main-Bold.Jm3AIy58.woff: Write
build/app/assets/KaTeX_Main-Bold.waoOVXN0.ttf: Write
build/app/assets/KaTeX_Main-BoldItalic.DxDJ3AOS.woff2: Write
build/app/assets/KaTeX_Main-BoldItalic.DzxPMmG6.ttf: Write
build/app/assets/KaTeX_Main-BoldItalic.SpSLRI95.woff: Write
build/app/assets/KaTeX_Main-Italic.3WenGoN9.ttf: Write
build/app/assets/KaTeX_Main-Italic.BMLOBm91.woff: Write
build/app/assets/KaTeX_Main-Italic.NWA7e6Wa.woff2: Write
build/app/assets/KaTeX_Main-Regular.B22Nviop.woff2: Write
build/app/assets/KaTeX_Main-Regular.Dr94JaBh.woff: Write
build/app/assets/KaTeX_Main-Regular.ypZvNtVU.ttf: Write
build/app/assets/KaTeX_Math-BoldItalic.B3XSjfu4.ttf: Write
build/app/assets/KaTeX_Math-BoldItalic.CZnvNsCZ.woff2: Write
build/app/assets/KaTeX_Math-BoldItalic.iY-2wyZ7.woff: Write
build/app/assets/KaTeX_Math-Italic.DA0__PXp.woff: Write
build/app/assets/KaTeX_Math-Italic.flOr_0UB.ttf: Write
build/app/assets/KaTeX_Math-Italic.t53AETM-.woff2: Write
build/app/assets/KaTeX_SansSerif-Bold.CFMepnvq.ttf: Write
build/app/assets/KaTeX_SansSerif-Bold.D1sUS0GD.woff2: Write
build/app/assets/KaTeX_SansSerif-Bold.DbIhKOiC.woff: Write
build/app/assets/KaTeX_SansSerif-Italic.C3H0VqGB.woff2: Write
build/app/assets/KaTeX_SansSerif-Italic.DN2j7dab.woff: Write
build/app/assets/KaTeX_SansSerif-Italic.YYjJ1zSn.ttf: Write
build/app/assets/KaTeX_SansSerif-Regular.BNo7hRIc.ttf: Write
build/app/assets/KaTeX_SansSerif-Regular.CS6fqUqJ.woff: Write
build/app/assets/KaTeX_SansSerif-Regular.DDBCnlJ7.woff2: Write
build/app/assets/KaTeX_Script-Regular.C5JkGWo-.ttf: Write
build/app/assets/KaTeX_Script-Regular.D3wIWfF6.woff2: Write
build/app/assets/KaTeX_Script-Regular.D5yQViql.woff: Write
build/app/assets/KaTeX_Size1-Regular.C195tn64.woff: Write
build/app/assets/KaTeX_Size1-Regular.Dbsnue_I.ttf: Write
build/app/assets/KaTeX_Size1-Regular.mCD8mA8B.woff2: Write
build/app/assets/KaTeX_Size2-Regular.B7gKUWhC.ttf: Write
build/app/assets/KaTeX_Size2-Regular.Dy4dx90m.woff2: Write
build/app/assets/KaTeX_Size2-Regular.oD1tc_U0.woff: Write
build/app/assets/KaTeX_Size3-Regular.CTq5MqoE.woff: Write
build/app/assets/KaTeX_Size3-Regular.DgpXs0kz.ttf: Write
build/app/assets/KaTeX_Size3-Regular.gV2CO0n9.woff2: Write
build/app/assets/KaTeX_Size4-Regular.BF-4gkZK.woff: Write
build/app/assets/KaTeX_Size4-Regular.DWFBv043.ttf: Write
build/app/assets/KaTeX_Size4-Regular.Dl5lxZxV.woff2: Write
build/app/assets/KaTeX_Typewriter-Regular.C0xS9mPB.woff: Write
build/app/assets/KaTeX_Typewriter-Regular.CO6r4hn1.woff2: Write
build/app/assets/KaTeX_Typewriter-Regular.D3Ib7_Hf.ttf: Write
build/app/assets/LazyLoad.DrBDxP_r.js: Write
build/app/assets/LazyLoad.DrBDxP_r.js.map: Write
build/app/assets/List.Yza4EdGW.js: Write
build/app/assets/List.Yza4EdGW.js.map: Write
build/app/assets/ListItem.BByeqkFx.js: Write
build/app/assets/ListItem.BByeqkFx.js.map: Write
build/app/assets/LoadingIndicator.pfRsPzzG.js: Write
build/app/assets/LoadingIndicator.pfRsPzzG.js.map: Write
build/app/assets/LocaleTime.B-IKjZHo.js: Write
build/app/assets/LocaleTime.B-IKjZHo.js.map: Write
build/app/assets/Login.BMMOK4Yi.js: Write
build/app/assets/Login.BMMOK4Yi.js.map: Write
build/app/assets/Login.BNammznU.js: Write
build/app/assets/Login.GitV74lU.js: Write
build/app/assets/Login.GitV74lU.js.map: Write
build/app/assets/Logout.EXq9bSOa.js: Write
build/app/assets/Logout.EXq9bSOa.js.map: Write
build/app/assets/MarkdownIcon.DY4U96kH.js: Write
build/app/assets/MarkdownIcon.DY4U96kH.js.map: Write
build/app/assets/Members.Dr6qiPaj.js: Write
build/app/assets/Members.Dr6qiPaj.js.map: Write
build/app/assets/MenuItem.CL2IMhoo.js: Write
build/app/assets/MenuItem.CL2IMhoo.js.map: Write
build/app/assets/MultiplayerEditor.C-vSetQ5.js: Write
build/app/assets/MultiplayerEditor.C-vSetQ5.js.map: Write
build/app/assets/NewDocumentMenu.10dQ7tLB.js: Write
build/app/assets/NewDocumentMenu.10dQ7tLB.js.map: Write
build/app/assets/Notice.DCZ-sIv4.js: Write
build/app/assets/Notice.DCZ-sIv4.js.map: Write
build/app/assets/Notifications.Bc67bsGW.js: Write
build/app/assets/Notifications.Bc67bsGW.js.map: Write
build/app/assets/OAuthAuthorize.Dr3eXzoW.js: Write
build/app/assets/OAuthAuthorize.Dr3eXzoW.js.map: Write
build/app/assets/OAuthClientMenu.D99yryCu.js: Write
build/app/assets/OAuthClientMenu.D99yryCu.js.map: Write
build/app/assets/OAuthScopeHelper.DbTxUcbf.js: Write
build/app/assets/OAuthScopeHelper.DbTxUcbf.js.map: Write
build/app/assets/OutlineIcon.C5iezx4I.js: Write
build/app/assets/OutlineIcon.C5iezx4I.js.map: Write
build/app/assets/OverflowMenuButton.B8TpNzSc.js: Write
build/app/assets/OverflowMenuButton.B8TpNzSc.js.map: Write
build/app/assets/Overview.Dv34JSmd.js: Write
build/app/assets/Overview.Dv34JSmd.js.map: Write
build/app/assets/PaginatedDocumentList.DooF8mLB.js: Write
build/app/assets/PaginatedDocumentList.DooF8mLB.js.map: Write
build/app/assets/PaginatedList.MsfVrj7U.js: Write
build/app/assets/PaginatedList.MsfVrj7U.js.map: Write
build/app/assets/PinnedDocuments.BtV3L1bA.js: Write
build/app/assets/PinnedDocuments.BtV3L1bA.js.map: Write
build/app/assets/Placeholder.Di0q8PAT.js: Write
build/app/assets/Placeholder.Di0q8PAT.js.map: Write
build/app/assets/PlaceholderDocument.DarGecn3.js: Write
build/app/assets/PlaceholderDocument.DarGecn3.js.map: Write
build/app/assets/PlaceholderText.D2DDUkd2.js: Write
build/app/assets/PlaceholderText.D2DDUkd2.js.map: Write
build/app/assets/PluginIcon.F0JwJNx8.js: Write
build/app/assets/PluginIcon.F0JwJNx8.js.map: Write
build/app/assets/Popover.CqqbO2AB.js: Write
build/app/assets/Popover.CqqbO2AB.js.map: Write
build/app/assets/PopoverButton.ug12t-Ug.js: Write
build/app/assets/PopoverButton.ug12t-Ug.js.map: Write
build/app/assets/Portal.DyGMBz_x.js: Write
build/app/assets/Portal.DyGMBz_x.js.map: Write
build/app/assets/PortalCompat.D9hze_HJ.js: Write
build/app/assets/PortalCompat.D9hze_HJ.js.map: Write
build/app/assets/Preferences.jCW-Fffh.js: Write
build/app/assets/Preferences.jCW-Fffh.js.map: Write
build/app/assets/Profile.BBI1ugPk.js: Write
build/app/assets/Profile.BBI1ugPk.js.map: Write
build/app/assets/RegisterKeyDown.Br3yVyiy.js: Write
build/app/assets/RegisterKeyDown.Br3yVyiy.js.map: Write
build/app/assets/Relative.8jXysdXz.js: Write
build/app/assets/Relative.8jXysdXz.js.map: Write
build/app/assets/ResizingHeightContainer.DBLAjJ9z.js: Write
build/app/assets/ResizingHeightContainer.DBLAjJ9z.js.map: Write
build/app/assets/RevisionHelper.DnJN_spI.js: Write
build/app/assets/RevisionHelper.DnJN_spI.js.map: Write
build/app/assets/Scene.r8I3Onn7.js: Write
build/app/assets/Scene.r8I3Onn7.js.map: Write
build/app/assets/Search.C70bQMRQ.js: Write
build/app/assets/Search.C70bQMRQ.js.map: Write
build/app/assets/Section.FnZv_oFE.js: Write
build/app/assets/Section.FnZv_oFE.js.map: Write
build/app/assets/Security.CE4adUwF.js: Write
build/app/assets/Security.CE4adUwF.js.map: Write
build/app/assets/Separator.DVjDjTv7.js: Write
build/app/assets/Separator.DVjDjTv7.js.map: Write
build/app/assets/SettingRow.bKH22nBY.js: Write
build/app/assets/SettingRow.bKH22nBY.js.map: Write
build/app/assets/Settings.B99eW8in.js: Write
build/app/assets/Settings.B99eW8in.js.map: Write
build/app/assets/Settings.BAkxooAz.js: Write
build/app/assets/Settings.BAkxooAz.js.map: Write
